top_k_setting,model_kind,method,n,coverage,acc,acc_within1,acc_within2,mae,rmse,score_inv1p_abs
40,reasoning,cluster_mean_mean,1408,0.9943502824858758,0.22514204545454544,0.5092329545454546,0.6661931818181818,3.085335260499734e+26,9.087431557485628e+27,0.46387893252926293
40,reasoning,cluster_mean_mean_wsize,1408,0.9943502824858758,0.23082386363636365,0.5184659090909091,0.6839488636363636,2.965011961722488e+26,8.662511857695445e+27,0.47100929472782904
40,reasoning,cluster_mean_mean_wsqrt,1408,0.9943502824858758,0.22017045454545456,0.5142045454545454,0.6725852272727273,3.0339361582850165e+26,8.905596545373288e+27,0.46349340731029326
40,reasoning,cluster_mean_median,1408,0.9943502824858758,0.28125,0.5838068181818182,0.7365056818181818,65101.74644886364,1931775.9944282682,0.5209736321908977
40,reasoning,cluster_mean_median_wsize,1408,0.9943502824858758,0.2627840909090909,0.5731534090909091,0.7208806818181818,381734.24076704547,10198372.144447735,0.5070787304164971
40,reasoning,cluster_mean_median_wsqrt,1408,0.9943502824858758,0.2734375,0.5809659090909091,0.7379261363636364,381724.1924715909,10198372.137609666,0.5164422150818274
40,reasoning,cluster_mean_mode,1408,0.9943502824858758,0.2947443181818182,0.5788352272727273,0.7230113636363636,97733.03338068182,3666350.425022538,0.5248431936019148
40,reasoning,cluster_mean_mode_wsize,1408,0.9943502824858758,0.26420454545454547,0.5681818181818182,0.7123579545454546,446842.55823863635,10486994.216932246,0.5055941223353364
40,reasoning,cluster_mean_mode_wsqrt,1408,0.9943502824858758,0.2805397727272727,0.5809659090909091,0.7208806818181818,381725.3835227273,10198372.137681028,0.5178110878596366
40,reasoning,cluster_median_mean,1408,0.9943502824858758,0.2393465909090909,0.5248579545454546,0.6740056818181818,3.085335260499734e+26,9.087431557485628e+27,0.4754342199642522
40,reasoning,cluster_median_mean_wsize,1408,0.9943502824858758,0.265625,0.5532670454545454,0.7024147727272727,2.965011961722488e+26,8.662511857695445e+27,0.4981336315668859
40,reasoning,cluster_median_mean_wsqrt,1408,0.9943502824858758,0.24928977272727273,0.5426136363636364,0.6853693181818182,3.0339361582850165e+26,8.905596545373288e+27,0.48547196874015425
40,reasoning,cluster_median_median,1408,0.9943502824858758,0.3096590909090909,0.6008522727272727,0.7514204545454546,48813.27627840909,1831380.695955686,0.5399049586259351
40,reasoning,cluster_median_median_wsize,1408,0.9943502824858758,0.3224431818181818,0.6086647727272727,0.7563920454545454,97630.66193181818,3662761.410099286,0.5481676097114581
