top_k_setting,model_kind,temperature,method,n,coverage,acc,acc_within1,acc_within2,mae,rmse
none,reasoning,0.1,dedup_k_median,352,0.9943502824858758,0.24147727272727273,0.5369318181818182,0.6761363636363636,6.642045454545454,28.437531218764082
none,reasoning,0.1,dedup_k_mode,352,0.9943502824858758,0.22443181818181818,0.5227272727272727,0.6846590909090909,7.011363636363637,29.21900066737396
none,reasoning,0.1,dedup_text_mean,352,0.9943502824858758,0.21875,0.5198863636363636,0.6590909090909091,9.517045454545456e+63,1.7855559994782374e+65
none,reasoning,0.1,dedup_text_median,352,0.9943502824858758,0.2784090909090909,0.5738636363636364,0.7073863636363636,6.25,28.30274641347469
none,reasoning,0.1,dedup_text_mode,352,0.9943502824858758,0.2897727272727273,0.5511363636363636,0.6761363636363636,5.517045454545454,21.806613884115734
none,reasoning,0.1,mean,352,0.9943502824858758,0.21875,0.5170454545454546,0.6590909090909091,9.517045454545456e+63,1.7855559994782374e+65
none,reasoning,0.1,median,352,0.9943502824858758,0.28125,0.5738636363636364,0.7073863636363636,6.264204545454546,28.310123068998095
none,reasoning,0.1,mode,352,0.9943502824858758,0.29261363636363635,0.5511363636363636,0.6789772727272727,5.53125,21.811107991529955
none,reasoning,0.1,trimmed_mean_10,352,0.9943502824858758,0.23011363636363635,0.5340909090909091,0.6846590909090909,17.670454545454547,163.93369294265955
none,reasoning,0.1,winsor_mean_10,352,0.9943502824858758,0.22443181818181818,0.5255681818181818,0.6846590909090909,24.477272727272727,248.1272355063023
none,reasoning,0.4,cluster_mean_mean,353,0.9971751412429378,0.21813031161473087,0.5014164305949008,0.6572237960339944,2.655807365439109e+19,4.989809019490776e+20
none,reasoning,0.4,cluster_mean_mean_wlen,353,0.9971751412429378,0.23796033994334279,0.5269121813031161,0.6572237960339944,5.009042930972578e+19,9.411137238807619e+20
none,reasoning,0.4,cluster_mean_mean_wsize,353,0.9971751412429378,0.23512747875354106,0.5184135977337111,0.6713881019830028,8.498583569405115e+19,1.5967388862370483e+21
none,reasoning,0.4,cluster_mean_median,353,0.9971751412429378,0.2776203966005666,0.5779036827195467,0.7195467422096318,155421.62606232293,2920008.667927865
none,reasoning,0.4,cluster_mean_median_wlen,353,0.9971751412429378,0.2804532577903683,0.5722379603399433,0.7138810198300283,155422.49008498582,2920008.6680512982
none,reasoning,0.4,cluster_mean_median_wsize,353,0.9971751412429378,0.26628895184135976,0.5864022662889519,0.7195467422096318,1.0623229461756389e+20,1.9959236077963103e+21
none,reasoning,0.4,cluster_mean_mode,353,0.9971751412429378,0.254957507082153,0.5609065155807366,0.7082152974504249,155421.62322946175,2920008.6679262114
none,reasoning,0.4,cluster_mean_mode_wlen,353,0.9971751412429378,0.28328611898017,0.5637393767705382,0.6968838526912181,1.0623229461756389e+20,1.9959236077963103e+21
none,reasoning,0.4,cluster_mean_mode_wsize,353,0.9971751412429378,0.26062322946175637,0.5609065155807366,0.6997167138810199,1.0623229461756389e+20,1.9959236077963103e+21
none,reasoning,0.4,cluster_median_mean,353,0.9971751412429378,0.24362606232294617,0.5297450424929179,0.6657223796033994,240.88668555240793,3816.3589016612354
none,reasoning,0.4,cluster_median_mean_wlen,353,0.9971751412429378,0.2521246458923513,0.546742209631728,0.6685552407932012,163.1473087818697,2556.1186177683503
none,reasoning,0.4,cluster_median_mean_wsize,353,0.9971751412429378,0.24362606232294617,0.5410764872521246,0.6968838526912181,178.4815864022663,2811.9629902182105
none,reasoning,0.4,cluster_median_median,353,0.9971751412429378,0.3031161473087819,0.6062322946175638,0.7337110481586402,5.2747875354107645,23.19934550214823
none,reasoning,0.4,cluster_median_median_wlen,353,0.9971751412429378,0.32011331444759206,0.6062322946175638,0.7393767705382436,4.631728045325779,19.50412174060963
none,reasoning,0.4,cluster_median_median_wsize,353,0.9971751412429378,0.3087818696883853,0.6430594900849859,0.7592067988668555,5.688385269121813,26.228998073570075
none,reasoning,0.4,cluster_median_mode,353,0.9971751412429378,0.28895184135977336,0.6005665722379604,0.7308781869688386,5.237960339943343,23.1059267871085
none,reasoning,0.4,cluster_median_mode_wlen,353,0.9971751412429378,0.32011331444759206,0.5949008498583569,0.7252124645892352,6.84985835694051,48.1233071517132
none,reasoning,0.4,cluster_median_mode_wsize,353,0.9971751412429378,0.3059490084985836,0.6260623229461756,0.7393767705382436,10.586402266288951,95.73353304063276
none,reasoning,0.4,cluster_mode_mean,353,0.9971751412429378,0.24645892351274787,0.509915014164306,0.6657223796033994,241.0,3816.3583115372776
none,reasoning,0.4,cluster_mode_mean_wlen,353,0.9971751412429378,0.2521246458923513,0.5325779036827195,0.6628895184135978,163.23229461756375,2556.11762032811
none,reasoning,0.4,cluster_mode_mean_wsize,353,0.9971751412429378,0.2521246458923513,0.5410764872521246,0.6912181303116147,178.54957507082153,2811.904564606213
none,reasoning,0.4,cluster_mode_median,353,0.9971751412429378,0.29461756373937675,0.5892351274787535,0.7280453257790368,5.475920679886686,23.43437585410348
none,reasoning,0.4,cluster_mode_median_wlen,353,0.9971751412429378,0.31728045325779036,0.5949008498583569,0.7365439093484419,4.764872521246459,19.720425556665287
none,reasoning,0.4,cluster_mode_median_wsize,353,0.9971751412429378,0.32294617563739375,0.6203966005665722,0.7507082152974505,5.830028328611898,25.770176231505147
none,reasoning,0.4,cluster_mode_mode,353,0.9971751412429378,0.29461756373937675,0.5864022662889519,0.7223796033994334,10.643059490084985,95.44194206924442
none,reasoning,0.4,cluster_mode_mode_wlen,353,0.9971751412429378,0.32011331444759206,0.5864022662889519,0.7082152974504249,7.424929178470255,49.184540052438955
none,reasoning,0.4,cluster_mode_mode_wsize,353,0.9971751412429378,0.311614730878187,0.6062322946175638,0.7308781869688386,10.742209631728045,95.50408976307291
none,reasoning,0.4,dedup_k_mean,353,0.9971751412429378,0.18413597733711048,0.45325779036827196,0.623229461756374,2.428166734115745e+20,4.562111103534424e+21
none,reasoning,0.4,dedup_k_median,353,0.9971751412429378,0.21813031161473087,0.5552407932011332,0.7053824362606232,388492.0849858357,7298997.201988345
none,reasoning,0.4,dedup_k_mode,353,0.9971751412429378,0.18413597733711048,0.5042492917847026,0.6855524079320113,388492.46458923514,7298997.201990607
none,reasoning,0.4,dedup_text_mean,353,0.9971751412429378,0.24079320113314448,0.5212464589235127,0.6742209631728046,8.498583569405115e+19,1.5967388862370483e+21
none,reasoning,0.4,dedup_text_median,353,0.9971751412429378,0.31728045325779036,0.6175637393767706,0.7677053824362606,5.388101983002833,24.214340330068804
none,reasoning,0.4,dedup_text_mode,353,0.9971751412429378,0.3087818696883853,0.6062322946175638,0.7308781869688386,10.558073654390935,95.46007575066629
none,reasoning,0.4,mean,353,0.9971751412429378,0.24079320113314448,0.5212464589235127,0.6742209631728046,8.498583569405115e+19,1.5967388862370483e+21
none,reasoning,0.4,median,353,0.9971751412429378,0.31728045325779036,0.6175637393767706,0.7677053824362606,5.388101983002833,24.214340330068804
none,reasoning,0.4,mode,353,0.9971751412429378,0.3087818696883853,0.6062322946175638,0.7308781869688386,10.558073654390935,95.46007575066629
none,reasoning,0.4,trimmed_mean_10,353,0.9971751412429378,0.2719546742209632,0.56657223796034,0.7223796033994334,155441.96883852693,2920008.678599147
none,reasoning,0.4,winsor_mean_10,353,0.9971751412429378,0.2719546742209632,0.5580736543909348,0.71671388101983,155451.15297450425,2920008.690686478
none,reasoning,0.7,cluster_mean_mean,353,0.9971751412429378,0.24362606232294617,0.5127478753541076,0.6572237960339944,233938.09915014164,4393028.659634911
none,reasoning,0.7,cluster_mean_mean_wlen,353,0.9971751412429378,0.2521246458923513,0.5184135977337111,0.6713881019830028,199053.49008498582,3737464.7006635843
none,reasoning,0.7,cluster_mean_mean_wsize,353,0.9971751412429378,0.26345609065155806,0.5184135977337111,0.660056657223796,129843.56657223796,2437794.671440606
none,reasoning,0.7,cluster_mean_median,353,0.9971751412429378,0.3087818696883853,0.6147308781869688,0.7365439093484419,233839.3059490085,4393028.457741882
none,reasoning,0.7,cluster_mean_median_wlen,353,0.9971751412429378,0.311614730878187,0.6118980169971672,0.7478753541076487,77759.59206798866,1460177.6956616738
none,reasoning,0.7,cluster_mean_median_wsize,353,0.9971751412429378,0.2719546742209632,0.5750708215297451,0.7025495750708215,77739.51558073654,1460177.5614860882
none,reasoning,0.7,cluster_mean_mode,353,0.9971751412429378,0.31728045325779036,0.603399433427762,0.7337110481586402,77778.51841359773,1460177.9045892602
none,reasoning,0.7,cluster_mean_mode_wlen,353,0.9971751412429378,0.3059490084985836,0.5864022662889519,0.7280453257790368,77778.33144475921,1460177.9045819305
none,reasoning,0.7,cluster_mean_mode_wsize,353,0.9971751412429378,0.26912181303116145,0.56657223796034,0.6883852691218131,77739.85835694052,1460177.561508113
none,reasoning,0.7,cluster_median_mean,353,0.9971751412429378,0.254957507082153,0.5240793201133145,0.6713881019830028,195079.56940509914,3662939.965901898
none,reasoning,0.7,cluster_median_mean_wlen,353,0.9971751412429378,0.2521246458923513,0.5240793201133145,0.6912181303116147,151509.4759206799,2844183.259193718
none,reasoning,0.7,cluster_median_mean_wsize,353,0.9971751412429378,0.2577903682719547,0.5609065155807366,0.6912181303116147,65072.09065155807,1220980.26275497
none,reasoning,0.7,cluster_median_median,353,0.9971751412429378,0.32577903682719545,0.6345609065155807,0.7563739376770539,194963.71388101982,3662939.7094832673
none,reasoning,0.7,cluster_median_median_wlen,353,0.9971751412429378,0.3371104815864023,0.6260623229461756,0.7648725212464589,60.74504249291785,1050.2670953959225
none,reasoning,0.7,cluster_median_median_wsize,353,0.9971751412429378,0.32294617563739375,0.6175637393767706,0.7592067988668555,5.2974504249291785,24.254668660720966
none,reasoning,0.7,cluster_median_mode,353,0.9971751412429378,0.3342776203966006,0.6090651558073654,0.7535410764872521,60.946175637393765,1050.2727583135363
none,reasoning,0.7,cluster_median_mode_wlen,353,0.9971751412429378,0.31728045325779036,0.5864022662889519,0.7365439093484419,60.95184135977337,1050.2658074454066
none,reasoning,0.7,cluster_median_mode_wsize,353,0.9971751412429378,0.32577903682719545,0.6062322946175638,0.7450424929178471,5.152974504249292,24.05382302808202
none,reasoning,0.7,cluster_mode_mean,353,0.9971751412429378,0.23229461756373937,0.5070821529745042,0.6685552407932012,195080.41076487253,3662939.9660382364
none,reasoning,0.7,cluster_mode_mean_wlen,353,0.9971751412429378,0.23796033994334279,0.509915014164306,0.6883852691218131,151513.6685552408,2844183.260307347
none,reasoning,0.7,cluster_mode_mean_wsize,353,0.9971751412429378,0.24929178470254956,0.5410764872521246,0.6912181303116147,65069.44759206799,1220980.259977518
none,reasoning,0.7,cluster_mode_median,353,0.9971751412429378,0.3286118980169972,0.6203966005665722,0.7535410764872521,194963.74220963172,3662939.7094839783
none,reasoning,0.7,cluster_mode_median_wlen,353,0.9971751412429378,0.3371104815864023,0.623229461756374,0.7563739376770539,60.86402266288952,1050.2717670691475
none,reasoning,0.7,cluster_mode_median_wsize,353,0.9971751412429378,0.32011331444759206,0.5920679886685553,0.7478753541076487,5.458923512747876,24.43949573623318
none,reasoning,0.7,cluster_mode_mode,353,0.9971751412429378,0.31728045325779036,0.5864022662889519,0.7365439093484419,61.38243626062323,1050.3116224479722
none,reasoning,0.7,cluster_mode_mode_wlen,353,0.9971751412429378,0.32577903682719545,0.5949008498583569,0.7280453257790368,60.95467422096317,1050.2654959094948
none,reasoning,0.7,cluster_mode_mode_wsize,353,0.9971751412429378,0.311614730878187,0.5835694050991501,0.7223796033994334,5.325779036827195,24.24590733841259
none,reasoning,0.7,dedup_k_mean,353,0.9971751412429378,0.20396600566572237,0.43342776203966005,0.6062322946175638,259666.0764872521,4875589.298724359
none,reasoning,0.7,dedup_k_median,353,0.9971751412429378,0.2521246458923513,0.5382436260623229,0.7110481586402266,388592.79036827193,7300887.581160139
none,reasoning,0.7,dedup_k_mode,353,0.9971751412429378,0.23796033994334279,0.5014164305949008,0.7082152974504249,388592.43059490086,7300887.581156174
none,reasoning,0.7,dedup_text_mean,353,0.9971751412429378,0.2577903682719547,0.509915014164306,0.660056657223796,129843.57507082153,2437794.671413713
none,reasoning,0.7,dedup_text_median,353,0.9971751412429378,0.33994334277620397,0.6345609065155807,0.7705382436260623,5.192634560906516,23.5711808480661
none,reasoning,0.7,dedup_text_mode,353,0.9971751412429378,0.33994334277620397,0.6175637393767706,0.7450424929178471,5.61756373937677,25.958618190438038
none,reasoning,0.7,mean,353,0.9971751412429378,0.2577903682719547,0.509915014164306,0.660056657223796,129843.57507082153,2437794.671413713
none,reasoning,0.7,median,353,0.9971751412429378,0.33994334277620397,0.6345609065155807,0.7705382436260623,5.192634560906516,23.5711808480661
none,reasoning,0.7,mode,353,0.9971751412429378,0.33994334277620397,0.6175637393767706,0.7450424929178471,5.61756373937677,25.958618190438038
none,reasoning,0.7,trimmed_mean_10,353,0.9971751412429378,0.2577903682719547,0.546742209631728,0.7252124645892352,129772.01133144477,2437794.4952162686
none,reasoning,0.7,winsor_mean_10,353,0.9971751412429378,0.254957507082153,0.5354107648725213,0.6912181303116147,129777.49291784702,2437794.49997429
none,reasoning,1.0,cluster_mean_mean,353,0.9971751412429378,0.19830028328611898,0.5070821529745042,0.6855524079320113,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,cluster_mean_mean_wlen,353,0.9971751412429378,0.21246458923512748,0.5297450424929179,0.6940509915014165,7.248989787912907e+26,1.361961529914805e+28
none,reasoning,1.0,cluster_mean_mean_wsize,353,0.9971751412429378,0.23229461756373937,0.509915014164306,0.6855524079320113,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,cluster_mean_median,353,0.9971751412429378,0.311614730878187,0.6260623229461756,0.7705382436260623,388952.0481586402,7307554.126253388
none,reasoning,1.0,cluster_mean_median_wlen,353,0.9971751412429378,0.3059490084985836,0.6572237960339944,0.7932011331444759,389364.776203966,7315297.777646816
none,reasoning,1.0,cluster_mean_median_wsize,353,0.9971751412429378,0.2719546742209632,0.5949008498583569,0.7535410764872521,388865.4135977337,7305823.687895329
none,reasoning,1.0,cluster_mean_mode,353,0.9971751412429378,0.3031161473087819,0.5920679886685553,0.7478753541076487,388859.6940509915,7305823.687094751
none,reasoning,1.0,cluster_mean_mode_wlen,353,0.9971751412429378,0.311614730878187,0.6118980169971672,0.773371104815864,389365.04532577907,7315297.777835293
none,reasoning,1.0,cluster_mean_mode_wsize,353,0.9971751412429378,0.28611898016997167,0.5694050991501416,0.7393767705382436,388866.26345609064,7305823.68791161
none,reasoning,1.0,cluster_median_mean,353,0.9971751412429378,0.20679886685552407,0.5127478753541076,0.6827195467422096,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,cluster_median_mean_wlen,353,0.9971751412429378,0.21813031161473087,0.5212464589235127,0.6968838526912181,7.248989787912907e+26,1.361961529914805e+28
none,reasoning,1.0,cluster_median_mean_wsize,353,0.9971751412429378,0.2521246458923513,0.5297450424929179,0.7025495750708215,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,cluster_median_median,353,0.9971751412429378,0.3314447592067989,0.6317280453257791,0.7790368271954674,388951.716713881,7307554.126251407
none,reasoning,1.0,cluster_median_median_wlen,353,0.9971751412429378,0.33994334277620397,0.6657223796033994,0.8016997167138811,389363.4249291785,7315297.777578838
none,reasoning,1.0,cluster_median_median_wsize,353,0.9971751412429378,0.3314447592067989,0.6402266288951841,0.7875354107648725,388859.8271954674,7305823.687101668
none,reasoning,1.0,cluster_median_mode,353,0.9971751412429378,0.32294617563739375,0.6090651558073654,0.7648725212464589,388859.6373937677,7305823.6870975355
none,reasoning,1.0,cluster_median_mode_wlen,353,0.9971751412429378,0.3314447592067989,0.6317280453257791,0.7932011331444759,389358.53541076486,7315297.777024041
none,reasoning,1.0,cluster_median_mode_wsize,353,0.9971751412429378,0.34560906515580736,0.6260623229461756,0.7818696883852692,388859.8895184136,7305823.687105386
none,reasoning,1.0,cluster_mode_mean,353,0.9971751412429378,0.2096317280453258,0.4985835694050991,0.6855524079320113,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,cluster_mode_mean_wlen,353,0.9971751412429378,0.21246458923512748,0.509915014164306,0.6883852691218131,7.248989787912907e+26,1.361961529914805e+28
none,reasoning,1.0,cluster_mode_mean_wsize,353,0.9971751412429378,0.24079320113314448,0.5184135977337111,0.6968838526912181,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,cluster_mode_median,353,0.9971751412429378,0.3314447592067989,0.6260623229461756,0.7818696883852692,388824.46175637393,7305165.351650868
none,reasoning,1.0,cluster_mode_median_wlen,353,0.9971751412429378,0.32577903682719545,0.660056657223796,0.7875354107648725,389363.23796033993,7315297.777575103
none,reasoning,1.0,cluster_mode_median_wsize,353,0.9971751412429378,0.31728045325779036,0.6203966005665722,0.7790368271954674,388605.68555240793,7301046.137905403
none,reasoning,1.0,cluster_mode_mode,353,0.9971751412429378,0.31444759206798867,0.6147308781869688,0.7648725212464589,388605.10198300285,7301046.137898868
none,reasoning,1.0,cluster_mode_mode_wlen,353,0.9971751412429378,0.3314447592067989,0.6345609065155807,0.7847025495750708,389358.59206798865,7315297.777024218
none,reasoning,1.0,cluster_mode_mode_wsize,353,0.9971751412429378,0.32011331444759206,0.6147308781869688,0.7648725212464589,388605.75637393765,7301046.137909103
none,reasoning,1.0,dedup_k_mean,353,0.9971751412429378,0.17280453257790368,0.4192634560906516,0.5920679886685553,1.1086788565542106e+27,2.083018456136513e+28
none,reasoning,1.0,dedup_k_median,353,0.9971751412429378,0.23796033994334279,0.5609065155807366,0.71671388101983,389044.3342776204,7309284.565410552
none,reasoning,1.0,dedup_k_mode,353,0.9971751412429378,0.2096317280453258,0.5240793201133145,0.6997167138810199,389044.2549575071,7309284.565409404
none,reasoning,1.0,dedup_text_mean,353,0.9971751412429378,0.23229461756373937,0.49575070821529743,0.6827195467422096,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,dedup_text_median,353,0.9971751412429378,0.34277620396600567,0.6515580736543909,0.7932011331444759,388824.6827195467,7305165.351658381
none,reasoning,1.0,dedup_text_mode,353,0.9971751412429378,0.32294617563739375,0.6288951841359773,0.7932011331444759,10.308781869688385,95.36352097707213
none,reasoning,1.0,mean,353,0.9971751412429378,0.23229461756373937,0.49575070821529743,0.6827195467422096,8.130311614730879e+26,1.527546867833443e+28
none,reasoning,1.0,median,353,0.9971751412429378,0.34277620396600567,0.6515580736543909,0.7932011331444759,388824.6827195467,7305165.351658381
none,reasoning,1.0,mode,353,0.9971751412429378,0.32294617563739375,0.6288951841359773,0.7932011331444759,10.308781869688385,95.36352097707213
none,reasoning,1.0,trimmed_mean_10,353,0.9971751412429378,0.26912181303116145,0.5750708215297451,0.7450424929178471,4.6524297232512526e+26,8.741121851579739e+27
none,reasoning,1.0,winsor_mean_10,353,0.9971751412429378,0.24929178470254956,0.5552407932011332,0.7252124645892352,8.064211520302172e+26,1.5151277876071548e+28
